

Keylogging has begun.
Tue Nov 24 23:01:19 2015

1448424084,251421000,[cmd]
1448424092,210884000,t
1448424092,258669000,i
1448424092,922594000,[backspace]
1448424093,90617000,[backspace]
1448424093,250764000,[backspace]
1448424094,930566000,g
1448424094,994507000,i
1448424095,74530000,t
1448424095,634951000,[enter]
1448424112,913984000,[cmd]
1448424113,41889000,c
1448424113,753743000,[cmd]
1448424113,833819000,c
1448424115,433638000,[cmd]
1448424115,569699000,v
1448424116,385621000,[enter]
1448424137,856469000,[space]
1448424138,480541000,[space]
1448424139,48517000,h
1448424139,224510000,h
1448424149,63952000,[enter]


Keylogging has begun.
Tue Nov 24 23:03:29 2015

1448425320,33089000,[cmd]
1448425320,113536000,[tab]
1448425320,608974000,[tab]
1448425320,801045000,[tab]
1448425320,984924000,[tab]
1448425321,176889000,[tab]
1448425321,496714000,[tab]
1448425323,37482000,a
1448425335,304178000,[space]
1448425335,904176000,[space]
1448425627,1262000,[cmd]
1448425627,25384000,[space]
1448425627,457388000,p
1448425628,409038000,r
1448425628,561023000,e
1448425629,424971000,f
1448425630,80972000,[enter]
1448478614,110104000,[cmd]
1448478614,469680000,1
1448478619,357488000,[cmd]
1448478619,533783000,1
1448478626,940876000,[enter]
1448478658,699215000,[shift]
1448478658,995433000,h
1448478659,147434000,i
1448478659,339619000,[space]
1448478659,451535000,[shift]
1448478659,611295000,r
1448478659,723174000,o
1448478659,877421000,b
1448478660,43315000,,
1448478660,175448000,[space]
1448478660,419253000,[enter]
1448478660,811446000,[enter]
1448478661,91434000,i
1448478661,179102000,s
1448478661,267288000,[space]
1448478663,523074000,i
1448478663,603125000,s
1448478663,691059000,[space]
1448478663,827046000,i
1448478663,914993000,t
1448478663,995052000,[space]
1448478664,307122000,o
1448478664,499323000,k
1448478664,619306000,a
1448478664,722885000,y
1448478664,915273000,[space]
1448478665,83121000,i
1448478665,155105000,f
1448478665,243324000,[space]
1448478665,363313000,[shift]
1448478665,443164000,i
1448478665,587137000,[space]
1448478666,939167000,b
1448478667,203213000,o
1448478667,379219000,r
1448478667,539163000,r
1448478667,619022000,o
1448478668,179168000,w
1448478668,299097000,[space]
1448478668,643105000,o
1448478668,707408000,u
1448478668,883102000,t
1448478668,986917000,[space]
1448478669,243031000,o
1448478669,291126000,n
1448478669,459052000,[space]
1448478670,11023000,[backspace]
1448478670,90933000,e
1448478670,274898000,[space]
1448478670,531066000,o
1448478670,771091000,f
1448478670,866881000,[space]
1448478670,986863000,t
1448478671,82991000,h
1448478671,162966000,e
1448478671,250827000,[space]
1448478671,354876000,r
1448478671,514813000,e
1448478671,666862000,d
1448478671,770984000,[space]
1448478671,890942000,[shift]
1448478672,26844000,n
1448478672,162870000,e
1448478672,346710000,x
1448478672,442903000,u
1448478672,554771000,s
1448478672,642886000,[space]
1448478674,26704000,p
1448478674,202665000,h
1448478674,250693000,o
1448478674,378773000,n
1448478674,490693000,e
1448478674,634757000,s
1448478674,730686000,[space]
1448478675,802584000,a
1448478675,914799000,s
1448478676,50721000,[space]
1448478676,146708000,w
1448478676,306742000,e
1448478676,394645000,l
1448478676,530670000,l
1448478676,674652000,[space]
1448478676,850786000,a
1448478676,946572000,s
1448478677,82681000,[space]
1448478677,330747000,h
1448478677,402650000,e
1448478677,474515000,a
1448478677,586688000,d
1448478677,714496000,p
1448478677,866523000,h
1448478677,930660000,o
1448478678,66520000,n
1448478678,178636000,e
1448478678,642540000,[shift]
1448478679,98362000,a
1448478679,874413000,[backspace]
1448478679,946376000,s
1448478680,106253000,[shift]
1448478680,426422000,/
1448478680,754461000,[space]
1448478681,98512000,[shift]
1448478681,162528000,[enter]
1448478681,930558000,m
1448478682,130439000,y
1448478682,298477000,[space]
1448478682,482435000,o
1448478682,570498000,w
1448478682,642371000,n
1448478682,786317000,[space]
1448478682,978413000,h
1448478683,18523000,e
1448478683,74409000,a
1448478683,202256000,d
1448478683,322352000,p
1448478683,946201000,h
1448478684,42340000,o
1448478684,130122000,n
1448478684,258312000,e
1448478684,338186000,[space]
1448478684,562312000,j
1448478684,721973000,u
1448478684,802009000,s
1448478684,930334000,t
1448478684,978323000,[space]
1448478685,161971000,b
1448478685,218005000,r
1448478685,290521000,o
1448478685,466130000,k
1448478685,562266000,e
1448478685,642154000,[space]
1448478685,778253000,a
1448478685,850307000,n
1448478685,962283000,d
1448478686,26129000,[space]
1448478686,386104000,f
1448478686,466180000,o
1448478686,578277000,r
1448478686,657878000,[space]
1448478686,906014000,p
1448478687,74009000,c
1448478688,58080000,o
1448478688,113954000,m
1448478688,273993000,p
1448478688,465975000,[space]
1448478688,673984000,[shift]
1448478688,762126000,i
1448478688,930020000,[space]
1448478689,82052000,a
1448478689,122273000,m
1448478689,274078000,[space]
1448478689,642523000,b
1448478689,690204000,u
1448478689,753977000,i
1448478689,953881000,l
1448478690,81978000,d
1448478690,145978000,i
1448478690,202006000,n
1448478690,330010000,g
1448478690,385962000,[space]
1448478690,985849000,a
1448478691,49912000,n
1448478691,193903000,[space]
1448478691,273834000,a
1448478691,401988000,n
1448478691,489849000,d
1448478692,105944000,r
1448478692,209928000,o
1448478692,281524000,i
1448478692,385759000,d
1448478692,537895000,[space]
1448478692,929880000,a
1448478693,25696000,o
1448478694,313640000,[backspace]
1448478694,473645000,p
1448478694,633562000,p
1448478694,849770000,[space]
1448478695,49788000,t
1448478695,153680000,h
1448478695,225651000,a
1448478695,305597000,t
1448478695,449753000,[space]
1448478695,689690000,p
1448478695,729936000,l
1448478695,849610000,a
1448478696,33634000,y
1448478696,137722000,s
1448478696,249567000,[space]
1448478696,553568000,s
1448478696,657640000,o
1448478696,737415000,u
1448478696,929718000,n
1448478697,33531000,d
1448478697,921279000,[space]
1448478698,593351000,o
1448478698,681170000,n
1448478698,857162000,[space]
1448478699,33599000,h
1448478699,97369000,e
1448478699,153416000,a
1448478699,297273000,d
1448478699,353371000,p
1448478699,489405000,h
1448478699,553410000,o
1448478699,673166000,n
1448478699,785166000,e
1448478700,169099000,.
1448478700,249210000,[space]
1448478701,1350000,[left]
1448478701,233269000,[left]
1448478701,529067000,s
1448478703,65246000,[shift]
1448478703,241265000,[enter]
